peak_date,trough_date,recovery_date,depth_pct,gross_loss,worst_symbol,worst_reason,trades_in_window
2024-10-09 04:00:00,2025-06-16 04:00:00,2025-09-12 04:00:00,-0.06684204797284243,-9514.326434312108,DERM,stop,63
2024-10-09 04:00:00,2025-06-23 04:00:00,2025-09-12 04:00:00,-0.06684204797284243,-9514.326434312108,DERM,stop,63
2024-10-09 04:00:00,2025-06-30 04:00:00,2025-09-12 04:00:00,-0.06684204797284243,-9514.326434312108,DERM,stop,63
