date,equity
2024-07-29 04:00:00,55341.63116377783
2024-07-30 04:00:00,57136.99102772236
2024-07-31 04:00:00,56728.634420786155
2024-08-01 04:00:00,56939.393249235814
2024-08-02 04:00:00,55965.37666829393
2024-08-05 04:00:00,54259.68367629393
2024-08-06 04:00:00,55398.990328293934
2024-08-07 04:00:00,54288.04566173565
2024-08-08 04:00:00,55062.11790128728
2024-08-09 04:00:00,54854.481141251104
2024-08-12 04:00:00,54984.006619545165
2024-08-13 04:00:00,55296.126739201
2024-08-14 04:00:00,55505.94893822801
2024-08-15 04:00:00,57158.971652228
2024-08-16 04:00:00,58068.04320390207
2024-08-19 04:00:00,58799.101603902076
2024-08-20 04:00:00,58131.03236939227
2024-08-21 04:00:00,58543.31729072841
2024-08-22 04:00:00,57930.701909783354
2024-08-23 04:00:00,61331.141587596336
2024-08-26 04:00:00,61778.19581559634
2024-08-27 04:00:00,62078.02589097278
2024-08-28 04:00:00,61855.35258482069
2024-08-29 04:00:00,61446.46387714096
2024-08-30 04:00:00,62146.87373823485
2024-09-03 04:00:00,61017.534456804686
2024-09-04 04:00:00,61230.39664780468
2024-09-05 04:00:00,60816.562517320104
2024-09-06 04:00:00,60048.33500072527
2024-09-09 04:00:00,60042.25135672527
2024-09-10 04:00:00,60099.79135672527
2024-09-11 04:00:00,59891.357882725264
2024-09-12 04:00:00,59891.357882725264
2024-09-13 04:00:00,59891.357882725264
2024-09-16 04:00:00,59891.357882725264
2024-09-17 04:00:00,59891.357882725264
2024-09-18 04:00:00,59891.357882725264
2024-09-19 04:00:00,59891.357882725264
2024-09-20 04:00:00,59891.357882725264
2024-09-23 04:00:00,59891.357882725264
2024-09-24 04:00:00,59901.96751472527
2024-09-25 04:00:00,60196.67761472527
2024-09-26 04:00:00,60448.08972841576
2024-09-27 04:00:00,60562.68438441576
2024-09-30 04:00:00,61100.84252441576
2024-10-01 04:00:00,60660.721356415765
2024-10-02 04:00:00,61336.12491641576
2024-10-03 04:00:00,61336.12491641576
2024-10-04 04:00:00,61336.12491641576
2024-10-07 04:00:00,61874.9599882753
2024-10-08 04:00:00,61874.9599882753
2024-10-09 04:00:00,62453.1192382753
2024-10-10 04:00:00,61830.6192382753
2024-10-11 04:00:00,61647.572738275296
2024-10-14 04:00:00,61647.572738275296
2024-10-15 04:00:00,61647.572738275296
2024-10-16 04:00:00,61647.572738275296
2024-10-17 04:00:00,61765.67788804
2024-10-18 04:00:00,61674.42901568212
2024-10-21 04:00:00,61624.88904390451
2024-10-22 04:00:00,61678.40592390451
2024-10-23 04:00:00,60819.2762778668
2024-10-24 04:00:00,60527.28034315755
2024-10-25 04:00:00,60558.65034315755
2024-10-28 04:00:00,60067.75330315756
2024-10-29 04:00:00,59900.73245800295
2024-10-30 04:00:00,59926.34245800295
2024-10-31 04:00:00,60161.01081895431
2024-11-01 04:00:00,59763.09605316953
2024-11-04 05:00:00,59625.496053169525
2024-11-05 05:00:00,60140.07011243778
2024-11-06 05:00:00,62145.87794443778
2024-11-07 05:00:00,62145.87794443778
2024-11-08 05:00:00,62145.87794443778
2024-11-11 05:00:00,62097.75818443778
2024-11-12 05:00:00,61898.85818443778
2024-11-13 05:00:00,61618.05818443778
2024-11-14 05:00:00,61480.23372242613
2024-11-15 05:00:00,61158.02945642613
2024-11-18 05:00:00,61158.02945642613
2024-11-19 05:00:00,61622.85608341469
2024-11-20 05:00:00,60905.14096341469
2024-11-21 05:00:00,61411.03096341469
2024-11-22 05:00:00,61304.64235941469
2024-11-25 05:00:00,60865.53459141468
2024-11-26 05:00:00,60865.53459141468
2024-11-27 05:00:00,60865.53459141468
2024-11-29 05:00:00,60865.53459141468
2024-12-02 05:00:00,60865.53459141468
2024-12-03 05:00:00,60859.782435085464
2024-12-04 05:00:00,60842.882637085466
2024-12-05 05:00:00,60749.75619708546
2024-12-06 05:00:00,60623.687195085455
2024-12-09 05:00:00,60515.427397085456
2024-12-10 05:00:00,60399.10523908546
2024-12-11 05:00:00,60397.913839085464
2024-12-12 05:00:00,60502.6934324733
2024-12-13 05:00:00,60364.62987008157
2024-12-16 05:00:00,60453.01030408157
2024-12-17 05:00:00,60738.63411816323
2024-12-18 05:00:00,60640.447895691424
2024-12-19 05:00:00,60306.487895691425
2024-12-20 05:00:00,60306.487895691425
2024-12-23 05:00:00,60303.39176569142
2024-12-24 05:00:00,60303.39176569142
2024-12-26 05:00:00,60303.39176569142
2024-12-27 05:00:00,60303.39176569142
2024-12-30 05:00:00,60303.39176569142
2024-12-31 05:00:00,60303.39176569142
2025-01-02 05:00:00,60303.39176569142
2025-01-03 05:00:00,60303.39176569142
2025-01-06 05:00:00,60303.39176569142
2025-01-07 05:00:00,60303.39176569142
2025-01-08 05:00:00,60318.41082000516
2025-01-10 05:00:00,59390.145529819165
2025-01-13 05:00:00,59390.145529819165
2025-01-14 05:00:00,59390.145529819165
2025-01-15 05:00:00,59390.145529819165
2025-01-16 05:00:00,59390.145529819165
2025-01-17 05:00:00,59390.145529819165
2025-01-21 05:00:00,59390.145529819165
2025-01-22 05:00:00,59390.145529819165
2025-01-23 05:00:00,59390.145529819165
2025-01-24 05:00:00,59390.145529819165
2025-01-27 05:00:00,59890.776785819166
2025-01-28 05:00:00,59890.776785819166
2025-01-29 05:00:00,59890.776785819166
2025-01-30 05:00:00,59890.776785819166
2025-01-31 05:00:00,59890.776785819166
2025-02-03 05:00:00,60295.41122581916
2025-02-04 05:00:00,60245.29062742556
2025-02-05 05:00:00,60465.65379356134
2025-02-06 05:00:00,60476.28379356134
2025-02-07 05:00:00,60143.79865356134
2025-02-10 05:00:00,60143.79865356134
2025-02-11 05:00:00,60143.79865356134
2025-02-12 05:00:00,60269.96683386265
2025-02-13 05:00:00,60344.83201386265
2025-02-14 05:00:00,60344.83201386265
2025-02-18 05:00:00,60344.83201386265
2025-02-19 05:00:00,60344.83201386265
2025-02-20 05:00:00,60344.83201386265
2025-02-21 05:00:00,60344.83201386265
2025-02-24 05:00:00,60344.83201386265
2025-02-25 05:00:00,60344.83201386265
2025-02-26 05:00:00,60344.83201386265
2025-02-27 05:00:00,60344.83201386265
2025-02-28 05:00:00,60344.83201386265
2025-03-03 05:00:00,60344.83201386265
2025-03-04 05:00:00,60344.83201386265
2025-03-05 05:00:00,60732.9249422351
2025-03-06 05:00:00,59721.169391468306
2025-03-07 05:00:00,59682.7190964683
2025-03-10 04:00:00,59361.584965414506
2025-03-11 04:00:00,59361.584965414506
2025-03-12 04:00:00,59361.584965414506
2025-03-13 04:00:00,59426.5415414145
2025-03-14 04:00:00,58864.82154141451
2025-03-17 04:00:00,59070.18154141451
2025-03-18 04:00:00,58972.135429414506
2025-03-19 04:00:00,58972.135429414506
2025-03-20 04:00:00,58972.135429414506
2025-03-21 04:00:00,58972.135429414506
2025-03-24 04:00:00,58972.135429414506
2025-03-25 04:00:00,58972.135429414506
2025-03-26 04:00:00,58972.135429414506
2025-03-27 04:00:00,58972.135429414506
2025-03-28 04:00:00,58972.135429414506
2025-03-31 04:00:00,58972.135429414506
2025-04-01 04:00:00,58972.135429414506
2025-04-02 04:00:00,58972.135429414506
2025-04-03 04:00:00,59157.501702993824
2025-04-04 04:00:00,58593.041914993824
2025-04-07 04:00:00,58593.041914993824
2025-04-08 04:00:00,58593.041914993824
2025-04-09 04:00:00,58593.041914993824
2025-04-10 04:00:00,58593.041914993824
2025-04-11 04:00:00,58593.041914993824
2025-04-14 04:00:00,58593.041914993824
2025-04-15 04:00:00,58593.041914993824
2025-04-16 04:00:00,58593.041914993824
2025-04-17 04:00:00,58593.041914993824
2025-04-21 04:00:00,58593.041914993824
2025-04-22 04:00:00,58593.041914993824
2025-04-23 04:00:00,58593.041914993824
2025-04-24 04:00:00,58593.041914993824
2025-04-25 04:00:00,58593.041914993824
2025-04-28 04:00:00,58593.041914993824
2025-04-29 04:00:00,58593.041914993824
2025-04-30 04:00:00,58593.041914993824
2025-05-01 04:00:00,58593.041914993824
2025-05-02 04:00:00,58593.041914993824
2025-05-05 04:00:00,58593.041914993824
2025-05-06 04:00:00,58593.041914993824
2025-05-07 04:00:00,58593.041914993824
2025-05-08 04:00:00,58593.041914993824
2025-05-09 04:00:00,58593.041914993824
2025-05-12 04:00:00,58593.041914993824
2025-05-13 04:00:00,58593.041914993824
2025-05-14 04:00:00,58593.041914993824
2025-05-15 04:00:00,58593.041914993824
2025-05-16 04:00:00,58593.041914993824
2025-05-19 04:00:00,58593.041914993824
2025-05-20 04:00:00,58593.041914993824
2025-05-21 04:00:00,58593.041914993824
2025-05-22 04:00:00,58593.041914993824
2025-05-23 04:00:00,58593.041914993824
2025-05-27 04:00:00,58544.364914096856
2025-05-28 04:00:00,58611.684914096855
2025-05-29 04:00:00,58479.74893409685
2025-05-30 04:00:00,58479.74893409685
2025-06-02 04:00:00,58479.74893409685
2025-06-03 04:00:00,58479.74893409685
2025-06-04 04:00:00,58479.74893409685
2025-06-05 04:00:00,58479.74893409685
2025-06-06 04:00:00,58479.74893409685
2025-06-09 04:00:00,58479.74893409685
2025-06-10 04:00:00,58479.74893409685
2025-06-11 04:00:00,58471.68735809685
2025-06-12 04:00:00,58451.127358096855
2025-06-13 04:00:00,58384.307358096856
2025-06-16 04:00:00,58278.624846096856
2025-06-17 04:00:00,58278.624846096856
2025-06-18 04:00:00,58278.624846096856
2025-06-20 04:00:00,58278.624846096856
2025-06-23 04:00:00,58278.624846096856
2025-06-24 04:00:00,58278.624846096856
2025-06-25 04:00:00,58278.624846096856
2025-06-26 04:00:00,58278.624846096856
2025-06-27 04:00:00,58278.624846096856
2025-06-30 04:00:00,58278.624846096856
2025-07-01 04:00:00,58443.43310523251
2025-07-02 04:00:00,58392.9031052325
2025-07-03 04:00:00,58561.698105232506
2025-07-07 04:00:00,58761.6481052325
2025-07-08 04:00:00,58586.574179232506
2025-07-09 04:00:00,58586.574179232506
2025-07-10 04:00:00,58842.88994018843
2025-07-11 04:00:00,59197.974940188426
2025-07-14 04:00:00,59367.5105014148
2025-07-15 04:00:00,59726.44605238855
2025-07-16 04:00:00,59725.559798620445
2025-07-17 04:00:00,59802.79981262043
2025-07-18 04:00:00,59781.43981262044
2025-07-21 04:00:00,59647.801719129704
2025-07-22 04:00:00,59826.1953451297
2025-07-23 04:00:00,60790.93156941829
2025-07-24 04:00:00,61457.78578941828
2025-07-25 04:00:00,61644.14746941828
2025-07-28 04:00:00,61422.41837541829
2025-07-29 04:00:00,60990.21015182114
2025-07-30 04:00:00,61228.63026682114
2025-07-31 04:00:00,61394.28526682114
2025-08-01 04:00:00,61114.00526682114
2025-08-04 04:00:00,61727.72420282115
2025-08-05 04:00:00,61684.824202821146
2025-08-06 04:00:00,61656.939202821144
2025-08-07 04:00:00,60851.902112821146
2025-08-08 04:00:00,60851.902112821146
2025-08-11 04:00:00,60851.902112821146
2025-08-12 04:00:00,60851.902112821146
2025-08-13 04:00:00,60851.902112821146
2025-08-14 04:00:00,60851.902112821146
2025-08-15 04:00:00,60851.902112821146
2025-08-18 04:00:00,60851.902112821146
2025-08-19 04:00:00,60851.902112821146
2025-08-20 04:00:00,60851.902112821146
2025-08-21 04:00:00,60851.902112821146
2025-08-22 04:00:00,60851.902112821146
2025-08-25 04:00:00,60851.902112821146
2025-08-26 04:00:00,60773.62433486351
2025-08-27 04:00:00,61091.50433486351
2025-08-28 04:00:00,60998.78933486351
2025-08-29 04:00:00,60695.25639686351
2025-09-02 04:00:00,61658.85639686351
2025-09-03 04:00:00,62022.82044320693
2025-09-04 04:00:00,62362.92044320694
2025-09-05 04:00:00,62216.481317703525
2025-09-08 04:00:00,61912.366271381834
2025-09-09 04:00:00,61912.366271381834
2025-09-10 04:00:00,61912.366271381834
2025-09-11 04:00:00,62313.57662330585
2025-09-12 04:00:00,62168.329311305846
