iShares Russell 2000 ETF
Fund Holdings as of,"Sep 11, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"283,300,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"UNFI","UNITED NATURAL FOODS INC","Consumer Staples","Equity","44,379,972.00","0.06","44,379,972.00","1,497,300.00","29.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VBTX","VERITEX HOLDINGS INC","Financials","Equity","44,383,705.36","0.06","44,383,705.36","1,291,726.00","34.36","United States","NASDAQ","USD","1.00","USD","-"
"NNI","NELNET INC CLASS A","Financials","Equity","44,179,434.99","0.06","44,179,434.99","354,087.00","124.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KSS","KOHLS CORP","Consumer Discretionary","Equity","44,067,623.04","0.06","44,067,623.04","2,730,336.00","16.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","43,678,254.95","0.06","43,678,254.95","571,331.00","76.45","United States","NASDAQ","USD","1.00","USD","-"
"RAMP","LIVERAMP HOLDINGS INC","Information Technology","Equity","43,504,785.00","0.06","43,504,785.00","1,609,500.00","27.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBRT","LIBERTY ENERGY INC CLASS A","Energy","Equity","43,427,562.30","0.06","43,427,562.30","3,912,393.00","11.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLY","JOHN WILEY AND SONS INC CLASS A","Communication","Equity","43,312,960.65","0.06","43,312,960.65","1,027,591.00","42.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPB","TURNING POINT BRANDS INC","Consumer Staples","Equity","43,268,035.44","0.06","43,268,035.44","429,758.00","100.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DK","DELEK US HOLDINGS INC","Energy","Equity","43,267,473.85","0.06","43,267,473.85","1,509,155.00","28.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCT","PURECYCLE TECHNOLOGIES INC","Materials","Equity","43,128,259.90","0.06","43,128,259.90","3,240,290.00","13.31","United States","NASDAQ","USD","1.00","USD","-"
"LQDA","LIQUIDIA CORP","Health Care","Equity","43,102,233.00","0.06","43,102,233.00","1,596,379.00","27.00","United States","NASDAQ","USD","1.00","USD","-"
"NG","NOVAGOLD RESOURCES INC","Materials","Equity","43,085,411.10","0.06","43,085,411.10","6,172,695.00","6.98","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"ADEA","ADEIA INC","Information Technology","Equity","42,918,798.24","0.06","42,918,798.24","2,740,664.00","15.66","United States","NASDAQ","USD","1.00","USD","-"
"ARLO","ARLO TECHNOLOGIES INC","Information Technology","Equity","42,904,414.02","0.06","42,904,414.02","2,474,303.00","17.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACVA","ACV AUCTIONS INC CLASS A","Industrials","Equity","42,869,376.04","0.06","42,869,376.04","4,149,988.00","10.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALKT","ALKAMI TECHNOLOGY INC","Information Technology","Equity","42,819,364.50","0.06","42,819,364.50","1,692,465.00","25.30","United States","NASDAQ","USD","1.00","USD","-"
"MBC","MASTERBRAND INC","Industrials","Equity","42,742,592.85","0.06","42,742,592.85","3,168,465.00","13.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKWD","SKYWARD SPECIALTY INSURANCE GROUP","Financials","Equity","42,717,369.24","0.06","42,717,369.24","895,167.00","47.72","United States","NASDAQ","USD","1.00","USD","-"
"WT","WISDOMTREE INC","Financials","Equity","42,697,396.18","0.06","42,697,396.18","3,026,038.00","14.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVDX","AVIDXCHANGE HOLDINGS INC","Financials","Equity","42,613,793.88","0.06","42,613,793.88","4,287,102.00","9.94","United States","NASDAQ","USD","1.00","USD","-"
"BKD","BROOKDALE SENIOR LIVING INC","Health Care","Equity","42,543,821.00","0.06","42,543,821.00","5,710,580.00","7.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGRY","SURGERY PARTNERS INC","Health Care","Equity","42,500,770.62","0.06","42,500,770.62","1,922,242.00","22.11","United States","NASDAQ","USD","1.00","USD","-"
"ARCB","ARCBEST CORP","Industrials","Equity","42,262,792.21","0.06","42,262,792.21","576,337.00","73.33","United States","NASDAQ","USD","1.00","USD","-"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","42,236,985.00","0.06","42,236,985.00","975,450.00","43.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNOW","DNOW INC","Industrials","Equity","42,191,961.24","0.06","42,191,961.24","2,683,967.00","15.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","42,172,870.60","0.06","42,172,870.60","1,469,438.00","28.70","United States","NASDAQ","USD","1.00","USD","-"
"GTX","GARRETT MOTION INC","Consumer Discretionary","Equity","42,173,779.20","0.06","42,173,779.20","3,156,720.00","13.36","United States","NASDAQ","USD","1.00","USD","-"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Financials","Equity","42,121,810.92","0.06","42,121,810.92","4,443,229.00","9.48","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","42,050,192.94","0.06","42,050,192.94","996,214.00","42.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GO","GROCERY OUTLET HOLDING CORP","Consumer Staples","Equity","41,972,221.46","0.06","41,972,221.46","2,356,666.00","17.81","United States","NASDAQ","USD","1.00","USD","-"
"VCEL","VERICEL CORP","Health Care","Equity","41,882,390.06","0.06","41,882,390.06","1,249,102.00","33.53","United States","NASDAQ","USD","1.00","USD","-"
"BCRX","BIOCRYST PHARMACEUTICALS INC","Health Care","Equity","41,811,969.27","0.06","41,811,969.27","5,181,161.00","8.07","United States","NASDAQ","USD","1.00","USD","-"
"CELC","CELCUITY INC","Health Care","Equity","41,796,060.82","0.06","41,796,060.82","727,774.00","57.43","United States","NASDAQ","USD","1.00","USD","-"
"LTC","LTC PROPERTIES REIT INC","Real Estate","Equity","41,735,890.30","0.06","41,735,890.30","1,142,510.00","36.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBLU","JETBLUE AIRWAYS CORP","Industrials","Equity","41,717,098.80","0.06","41,717,098.80","8,022,519.00","5.20","United States","NASDAQ","USD","1.00","USD","-"
"CNMD","CONMED CORP","Health Care","Equity","41,651,416.45","0.06","41,651,416.45","770,609.00","54.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VITL","VITAL FARMS INC","Consumer Staples","Equity","41,654,258.40","0.06","41,654,258.40","859,205.00","48.48","United States","NASDAQ","USD","1.00","USD","-"
"TILE","INTERFACE INC","Industrials","Equity","41,644,793.92","0.06","41,644,793.92","1,454,078.00","28.64","United States","NASDAQ","USD","1.00","USD","-"
"AMR","ALPHA METALLURGICAL RESOURCE INC","Materials","Equity","41,527,606.12","0.06","41,527,606.12","292,201.00","142.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTH","HILLTOP HOLDINGS INC","Financials","Equity","41,159,121.89","0.06","41,159,121.89","1,176,311.00","34.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CENTA","CENTRAL GARDEN AND PET CLASS A","Consumer Staples","Equity","41,066,956.32","0.06","41,066,956.32","1,235,468.00","33.24","United States","NASDAQ","USD","1.00","USD","-"
"LKFN","LAKELAND FINANCIAL CORP","Financials","Equity","41,039,511.45","0.06","41,039,511.45","624,365.00","65.73","United States","NASDAQ","USD","1.00","USD","-"
"JJSF","J AND J SNACK FOODS CORP","Consumer Staples","Equity","41,006,888.09","0.06","41,006,888.09","381,353.00","107.53","United States","NASDAQ","USD","1.00","USD","-"
"CLDX","CELLDEX THERAPEUTICS INC","Health Care","Equity","40,995,914.40","0.06","40,995,914.40","1,626,822.00","25.20","United States","NASDAQ","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","40,950,846.44","0.06","40,950,846.44","4,916,068.00","8.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RXRX","RECURSION PHARMACEUTICALS INC CLAS","Health Care","Equity","40,762,838.65","0.06","40,762,838.65","8,404,709.00","4.85","United States","NASDAQ","USD","1.00","USD","-"
"MNKD","MANNKIND CORP","Health Care","Equity","40,725,771.60","0.06","40,725,771.60","7,513,980.00","5.42","United States","NASDAQ","USD","1.00","USD","-"
"PZZA","PAPA JOHNS INTERNATIONAL INC","Consumer Discretionary","Equity","40,689,098.45","0.06","40,689,098.45","812,969.00","50.05","United States","NASDAQ","USD","1.00","USD","-"
"KMT","KENNAMETAL INC","Industrials","Equity","40,588,802.20","0.06","40,588,802.20","1,925,465.00","21.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALIT","ALIGHT INC CLASS A","Industrials","Equity","40,451,059.48","0.06","40,451,059.48","10,729,724.00","3.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLYW","FLYWIRE CORP","Financials","Equity","40,385,075.16","0.06","40,385,075.16","2,939,234.00","13.74","United States","NASDAQ","USD","1.00","USD","-"
"AORT","ARTIVION INC","Health Care","Equity","40,308,863.93","0.06","40,308,863.93","952,703.00","42.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRUP","TRUPANION INC","Financials","Equity","40,236,354.50","0.06","40,236,354.50","925,825.00","43.46","United States","NASDAQ","USD","1.00","USD","-"
"PGY","PAGAYA TECHNOLOGIES LTD CLASS A","Information Technology","Equity","40,141,510.02","0.06","40,141,510.02","1,052,754.00","38.13","United States","NASDAQ","USD","1.00","USD","-"
"EOSE","EOS ENERGY ENTERPRISES INC CLASS A","Industrials","Equity","39,955,761.58","0.06","39,955,761.58","5,534,039.00","7.22","United States","NASDAQ","USD","1.00","USD","-"
"ZD","ZIFF DAVIS INC","Communication","Equity","39,946,435.77","0.06","39,946,435.77","1,060,431.00","37.67","United States","NASDAQ","USD","1.00","USD","-"
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","Communication","Equity","39,879,316.36","0.06","39,879,316.36","1,108,991.00","35.96","United States","NASDAQ","USD","1.00","USD","-"
"DBD","DIEBOLD NIXDORF INC","Information Technology","Equity","39,693,676.04","0.06","39,693,676.04","655,877.00","60.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPHR","SPHERE ENTERTAINMENT CLASS A","Communication","Equity","39,664,836.48","0.06","39,664,836.48","696,363.00","56.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IIPR","INNOVATIVE INDUSTRIAL PROPERTIES I","Real Estate","Equity","39,542,760.51","0.06","39,542,760.51","692,639.00","57.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGNY","PROGYNY INC","Health Care","Equity","39,515,786.24","0.06","39,515,786.24","1,705,472.00","23.17","United States","NASDAQ","USD","1.00","USD","-"
"LIF","LIFE360 INC","Information Technology","Equity","39,463,026.50","0.06","39,463,026.50","401,455.00","98.30","United States","NASDAQ","USD","1.00","USD","-"
"ARDX","ARDELYX INC","Health Care","Equity","39,367,163.84","0.06","39,367,163.84","5,893,288.00","6.68","United States","NASDAQ","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","Materials","Equity","39,337,887.48","0.06","39,337,887.48","635,918.00","61.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BELFB","BEL FUSE INC CLASS B","Information Technology","Equity","39,324,674.88","0.06","39,324,674.88","265,134.00","148.32","United States","NASDAQ","USD","1.00","USD","-"
"HCI","HCI GROUP INC","Financials","Equity","39,320,894.20","0.06","39,320,894.20","215,516.00","182.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VERX","VERTEX INC CLASS A","Information Technology","Equity","39,151,081.77","0.06","39,151,081.77","1,609,169.00","24.33","United States","NASDAQ","USD","1.00","USD","-"
"CRGY","CRESCENT ENERGY CLASS A","Energy","Equity","39,135,148.80","0.06","39,135,148.80","4,447,176.00","8.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTO","H2O AMERICA","Utilities","Equity","39,114,426.52","0.06","39,114,426.52","785,588.00","49.79","United States","NASDAQ","USD","1.00","USD","-"
"SOC","SABLE OFFSHORE CORP CLASS A","Energy","Equity","39,117,805.10","0.06","39,117,805.10","1,689,754.00","23.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFH","BREAD FINANCIAL HOLDINGS INC","Financials","Equity","39,051,065.13","0.06","39,051,065.13","610,841.00","63.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBH","SALLY BEAUTY HOLDINGS INC","Consumer Discretionary","Equity","39,015,630.50","0.06","39,015,630.50","2,558,402.00","15.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COCO","THE VITA COCO COMPANY INC","Consumer Staples","Equity","38,976,041.58","0.06","38,976,041.58","999,642.00","38.99","United States","NASDAQ","USD","1.00","USD","-"
"OUST","OUSTER INC","Information Technology","Equity","38,920,651.28","0.06","38,920,651.28","1,266,536.00","30.73","United States","NASDAQ","USD","1.00","USD","-"
"DHT","DHT HOLDINGS INC","Energy","Equity","38,821,731.00","0.06","38,821,731.00","3,143,460.00","12.35","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Financials","Equity","38,752,813.00","0.06","38,752,813.00","3,522,983.00","11.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","38,650,227.20","0.06","38,650,227.20","1,161,365.00","33.28","United States","NASDAQ","USD","1.00","USD","-"
"DXPE","DXP ENTERPRISES INC","Industrials","Equity","38,472,251.18","0.06","38,472,251.18","324,962.00","118.39","United States","NASDAQ","USD","1.00","USD","-"
"TNC","TENNANT","Industrials","Equity","38,252,488.96","0.05","38,252,488.96","460,208.00","83.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARR","ARMOUR RESIDENTIAL REIT INC","Financials","Equity","38,141,772.84","0.05","38,141,772.84","2,502,741.00","15.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","Health Care","Equity","38,077,379.66","0.05","38,077,379.66","3,773,774.00","10.09","United States","NASDAQ","USD","1.00","USD","-"
"ELME","ELME","Real Estate","Equity","38,030,857.48","0.05","38,030,857.48","2,226,631.00","17.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XHR","XENIA HOTELS RESORTS REIT INC","Real Estate","Equity","38,001,663.83","0.05","38,001,663.83","2,586,907.00","14.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GSAT","GLOBALSTAR VOTING INC","Communication","Equity","37,795,104.75","0.05","37,795,104.75","1,247,775.00","30.29","United States","NASDAQ","USD","1.00","USD","-"
"TWST","TWIST BIOSCIENCE CORP","Health Care","Equity","37,774,724.39","0.05","37,774,724.39","1,474,999.00","25.61","United States","NASDAQ","USD","1.00","USD","-"
"AUPH","AURINIA PHARMACEUTICALS INC","Health Care","Equity","37,758,970.08","0.05","37,758,970.08","2,954,536.00","12.78","United States","NASDAQ","USD","1.00","USD","-"
"JBGS","JBG SMITH PROPERTIES","Real Estate","Equity","37,725,278.72","0.05","37,725,278.72","1,614,952.00","23.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTST","NETSTREIT CORP","Real Estate","Equity","37,720,742.50","0.05","37,720,742.50","2,066,890.00","18.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROG","ROGERS CORP","Information Technology","Equity","37,703,917.38","0.05","37,703,917.38","449,177.00","83.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNN","LINDSAY CORP","Industrials","Equity","37,705,118.28","0.05","37,705,118.28","267,754.00","140.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACMR","ACM RESEARCH CLASS A INC","Information Technology","Equity","37,653,956.20","0.05","37,653,956.20","1,250,962.00","30.10","United States","NASDAQ","USD","1.00","USD","-"
"WINA","WINMARK CORP","Consumer Discretionary","Equity","37,604,911.32","0.05","37,604,911.32","73,167.00","513.96","United States","NASDAQ","USD","1.00","USD","-"
"SLVM","SYLVAMO CORP","Materials","Equity","37,557,330.80","0.05","37,557,330.80","855,910.00","43.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NN","NEXTNAV INC","Information Technology","Equity","37,415,637.90","0.05","37,415,637.90","2,188,049.00","17.10","United States","NASDAQ","USD","1.00","USD","-"
"COUR","COURSERA INC","Consumer Discretionary","Equity","37,394,933.04","0.05","37,394,933.04","3,443,364.00","10.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UFPT","UFP TECHNOLOGIES INC","Health Care","Equity","37,368,230.90","0.05","37,368,230.90","185,570.00","201.37","United States","NASDAQ","USD","1.00","USD","-"
"SPNT","SIRIUSPOINT LTD","Financials","Equity","37,308,294.52","0.05","37,308,294.52","1,947,197.00","19.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DFIN","DONNELLEY FINANCIAL SOLUTIONS INC","Financials","Equity","37,116,370.20","0.05","37,116,370.20","663,978.00","55.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STBA","S AND T BANCORP INC","Financials","Equity","37,016,181.80","0.05","37,016,181.80","939,497.00","39.40","United States","NASDAQ","USD","1.00","USD","-"
"STEL","STELLAR BANCORP INC","Financials","Equity","37,001,387.49","0.05","37,001,387.49","1,175,767.00","31.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRON","DISC MEDICINE INC","Health Care","Equity","36,956,081.88","0.05","36,956,081.88","612,972.00","60.29","United States","NASDAQ","USD","1.00","USD","-"
"PRG","PROG HOLDINGS INC","Financials","Equity","36,943,304.70","0.05","36,943,304.70","1,016,322.00","36.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLDN","WILLDAN GROUP INC","Industrials","Equity","36,820,917.92","0.05","36,820,917.92","347,728.00","105.89","United States","NASDAQ","USD","1.00","USD","-"
"GTY","GETTY REALTY REIT CORP","Real Estate","Equity","36,759,137.03","0.05","36,759,137.03","1,290,247.00","28.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LION","LIONSGATE STUDIOS CORP","Communication","Equity","36,564,581.04","0.05","36,564,581.04","4,773,444.00","7.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VECO","VEECO INSTRUMENTS INC","Information Technology","Equity","36,518,034.08","0.05","36,518,034.08","1,424,816.00","25.63","United States","NASDAQ","USD","1.00","USD","-"
"PRCH","PORCH GROUP INC","Information Technology","Equity","36,486,908.70","0.05","36,486,908.70","2,010,298.00","18.15","United States","NASDAQ","USD","1.00","USD","-"
"SCS","STEELCASE INC CLASS A","Industrials","Equity","36,443,682.00","0.05","36,443,682.00","2,143,746.00","17.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MD","PEDIATRIX MEDICAL GROUP INC","Health Care","Equity","36,396,228.96","0.05","36,396,228.96","2,139,696.00","17.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRMY","HARMONY BIOSCIENCES HLDG INC","Health Care","Equity","36,342,545.58","0.05","36,342,545.58","1,087,449.00","33.42","United States","NASDAQ","USD","1.00","USD","-"
"MLYS","MINERALYS THERAPEUTICS INC","Health Care","Equity","36,288,152.08","0.05","36,288,152.08","976,538.00","37.16","United States","NASDAQ","USD","1.00","USD","-"
"LZB","LA-Z-BOY INC","Consumer Discretionary","Equity","36,276,276.69","0.05","36,276,276.69","1,036,169.00","35.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NHC","NATIONAL HEALTHCARE CORP","Health Care","Equity","36,246,027.73","0.05","36,246,027.73","314,281.00","115.33","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"CCB","COASTAL FINANCIAL CORP","Financials","Equity","36,197,613.54","0.05","36,197,613.54","325,138.00","111.33","United States","NASDAQ","USD","1.00","USD","-"
"GBX","GREENBRIER INC","Industrials","Equity","36,198,222.06","0.05","36,198,222.06","767,074.00","47.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSSC","NAPCO SECURITY TECHNOLOGIES INC","Information Technology","Equity","36,161,107.38","0.05","36,161,107.38","871,562.00","41.49","United States","NASDAQ","USD","1.00","USD","-"
"GABC","GERMAN AMERICAN BANCORP INC","Financials","Equity","36,044,491.74","0.05","36,044,491.74","879,563.00","40.98","United States","NASDAQ","USD","1.00","USD","-"
"PHR","PHREESIA INC","Health Care","Equity","35,963,746.00","0.05","35,963,746.00","1,411,450.00","25.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAOI","APPLIED OPTOELECTRONICS INC","Information Technology","Equity","35,961,117.90","0.05","35,961,117.90","1,339,334.00","26.85","United States","NASDAQ","USD","1.00","USD","-"
"BHE","BENCHMARK ELECTRONICS INC","Information Technology","Equity","35,860,265.28","0.05","35,860,265.28","894,048.00","40.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","Financials","Equity","35,817,732.99","0.05","35,817,732.99","928,161.00","38.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WKC","WORLD KINECT CORP","Energy","Equity","35,663,859.70","0.05","35,663,859.70","1,376,983.00","25.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEM","SELECT MEDICAL HOLDINGS CORP","Health Care","Equity","35,635,498.50","0.05","35,635,498.50","2,781,850.00","12.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KLG","WK KELLOGG","Consumer Staples","Equity","35,631,327.38","0.05","35,631,327.38","1,549,862.00","22.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLKN","MILLERKNOLL INC","Industrials","Equity","35,609,811.21","0.05","35,609,811.21","1,688,469.00","21.09","United States","NASDAQ","USD","1.00","USD","-"
"TCBK","TRICO BANCSHARES","Financials","Equity","35,575,699.23","0.05","35,575,699.23","777,951.00","45.73","United States","NASDAQ","USD","1.00","USD","-"
"PENG","PENGUIN SOLUTIONS INC","Information Technology","Equity","35,495,879.25","0.05","35,495,879.25","1,357,395.00","26.15","United States","NASDAQ","USD","1.00","USD","-"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","Real Estate","Equity","35,438,243.38","0.05","35,438,243.38","3,000,698.00","11.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLX","BANCO LATINOAMERICANO DE COMERCIO","Financials","Equity","35,363,016.62","0.05","35,363,016.62","732,002.00","48.31","Panama","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SILA","SILA RLTY TR INC TRUST","Real Estate","Equity","35,358,277.77","0.05","35,358,277.77","1,398,113.00","25.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVDL","AVADEL PHARMACEUTICALS ORD","Health Care","Equity","35,235,083.52","0.05","35,235,083.52","2,221,632.00","15.86","United States","NASDAQ","USD","1.00","USD","-"
"LADR","LADDER CAPITAL CORP CLASS A","Financials","Equity","35,204,655.82","0.05","35,204,655.82","2,998,693.00","11.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBI","JANUS INTERNATIONAL GROUP INC","Industrials","Equity","35,184,021.60","0.05","35,184,021.60","3,383,079.00","10.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBAI","BIGBEAR.AI HOLDINGS INC","Information Technology","Equity","35,128,771.00","0.05","35,128,771.00","7,213,300.00","4.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPB","SPECTRUM BRANDS HOLDINGS INC","Consumer Staples","Equity","35,053,046.10","0.05","35,053,046.10","638,489.00","54.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLAB","PHOTRONICS INC","Information Technology","Equity","35,023,877.11","0.05","35,023,877.11","1,536,809.00","22.79","United States","NASDAQ","USD","1.00","USD","-"
"USLM","UNITED STATES LIME AND MINERALS IN","Materials","Equity","34,975,579.34","0.05","34,975,579.34","272,863.00","128.18","United States","NASDAQ","USD","1.00","USD","-"
"PWP","PERELLA WEINBERG PARTNERS CLASS A","Financials","Equity","34,932,565.72","0.05","34,932,565.72","1,540,916.00","22.67","United States","NASDAQ","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS INC","Health Care","Equity","34,883,258.62","0.05","34,883,258.62","2,130,926.00","16.37","United States","NASDAQ","USD","1.00","USD","-"
"STAA","STAAR SURGICAL","Health Care","Equity","34,863,229.44","0.05","34,863,229.44","1,241,568.00","28.08","United States","NASDAQ","USD","1.00","USD","-"
"LASR","NLIGHT INC","Information Technology","Equity","34,835,439.96","0.05","34,835,439.96","1,194,631.00","29.16","United States","NASDAQ","USD","1.00","USD","-"
"PD","PAGERDUTY INC","Information Technology","Equity","34,563,828.60","0.05","34,563,828.60","2,084,670.00","16.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FUBO","FUBOTV INC","Communication","Equity","34,481,166.72","0.05","34,481,166.72","8,288,742.00","4.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CECO","CECO ENVIRONMENTAL CORP","Industrials","Equity","34,462,803.02","0.05","34,462,803.02","723,097.00","47.66","United States","NASDAQ","USD","1.00","USD","-"
"CTRI","CENTURI HOLDINGS INC","Industrials","Equity","34,325,940.74","0.05","34,325,940.74","1,480,843.00","23.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXG","10X GENOMICS INC CLASS A","Health Care","Equity","34,264,372.72","0.05","34,264,372.72","2,623,612.00","13.06","United States","NASDAQ","USD","1.00","USD","-"
"PLUG","PLUG POWER INC","Industrials","Equity","34,241,595.03","0.05","34,241,595.03","22,676,553.00","1.51","United States","NASDAQ","USD","1.00","USD","-"
"IMAX","IMAX CORP","Communication","Equity","34,243,814.91","0.05","34,243,814.91","1,076,511.00","31.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALEX","ALEXANDER AND BALDWIN INC","Real Estate","Equity","34,237,539.52","0.05","34,237,539.52","1,813,429.00","18.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAMI","ACADIAN ASSET MANAGEMENT INC","Financials","Equity","34,214,609.10","0.05","34,214,609.10","708,377.00","48.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDOC","TELADOC HEALTH INC","Health Care","Equity","34,096,570.41","0.05","34,096,570.41","4,388,233.00","7.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DX","DYNEX CAPITAL REIT INC","Financials","Equity","33,933,753.92","0.05","33,933,753.92","2,701,732.00","12.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UVV","UNIVERSAL CORP","Consumer Staples","Equity","33,891,774.14","0.05","33,891,774.14","603,701.00","56.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRKS","UNITED PARKS AND RESORTS INC","Consumer Discretionary","Equity","33,888,209.94","0.05","33,888,209.94","675,333.00","50.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COGT","COGENT BIOSCIENCES INC","Health Care","Equity","33,845,121.66","0.05","33,845,121.66","2,642,086.00","12.81","United States","NASDAQ","USD","1.00","USD","-"
