iShares Russell 1000 ETF
Fund Holdings as of,"Sep 11, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"122,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","10,276,929.00","0.02","10,276,929.00","27,738.00","370.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","10,239,466.64","0.02","10,239,466.64","42,668.00","239.98","United States","NASDAQ","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","10,208,713.50","0.02","10,208,713.50","85,350.00","119.61","United States","NASDAQ","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","10,114,035.20","0.02","10,114,035.20","70,432.00","143.60","United States","NASDAQ","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","10,109,775.36","0.02","10,109,775.36","49,989.00","202.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","10,043,598.24","0.02","10,043,598.24","25,272.00","397.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","10,045,928.20","0.02","10,045,928.20","231,473.00","43.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","10,030,360.34","0.02","10,030,360.34","116,402.00","86.17","United States","NASDAQ","USD","1.00","USD","-"
"COOP","MR COOPER GROUP INC","Financials","Equity","10,027,767.10","0.02","10,027,767.10","45,643.00","219.70","United States","NASDAQ","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","9,912,078.02","0.02","9,912,078.02","62,858.00","157.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","9,904,675.86","0.02","9,904,675.86","30,873.00","320.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","9,891,990.78","0.02","9,891,990.78","144,493.00","68.46","United States","NASDAQ","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","9,804,424.52","0.02","9,804,424.52","71,191.00","137.72","United States","NASDAQ","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","9,791,493.82","0.02","9,791,493.82","44,657.00","219.26","United States","NASDAQ","USD","1.00","USD","-"
"VIK","VIKING HOLDINGS LTD","Consumer Discretionary","Equity","9,655,994.32","0.02","9,655,994.32","147,826.00","65.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","9,632,126.85","0.02","9,632,126.85","434,859.00","22.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","9,576,152.56","0.02","9,576,152.56","39,434.00","242.84","United States","NASDAQ","USD","1.00","USD","-"
"APG","API GROUP CORP","Industrials","Equity","9,548,572.23","0.02","9,548,572.23","268,143.00","35.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","9,535,210.60","0.02","9,535,210.60","56,572.00","168.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","9,488,218.32","0.02","9,488,218.32","131,343.00","72.24","United States","NASDAQ","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","9,486,337.50","0.02","9,486,337.50","96,750.00","98.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","9,471,997.82","0.02","9,471,997.82","125,857.00","75.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","9,432,617.92","0.02","9,432,617.92","90,838.00","103.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","9,361,466.52","0.02","9,361,466.52","240,531.00","38.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","9,312,801.46","0.02","9,312,801.46","47,834.00","194.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","9,216,733.82","0.02","9,216,733.82","156,934.00","58.73","United States","NASDAQ","USD","1.00","USD","-"
"QXO","QXO INC","Industrials","Equity","9,202,114.62","0.02","9,202,114.62","432,837.00","21.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","9,174,758.73","0.02","9,174,758.73","55,777.00","164.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","9,154,441.70","0.02","9,154,441.70","504,655.00","18.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","9,141,439.67","0.02","9,141,439.67","109,439.00","83.53","United States","NASDAQ","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","9,138,549.34","0.02","9,138,549.34","188,774.00","48.41","United States","NASDAQ","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","9,108,173.86","0.02","9,108,173.86","371,914.00","24.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","9,099,175.05","0.02","9,099,175.05","28,763.00","316.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","9,065,946.40","0.02","9,065,946.40","71,498.00","126.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","9,059,567.92","0.02","9,059,567.92","512,419.00","17.68","United States","NASDAQ","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","9,053,109.45","0.02","9,053,109.45","26,367.00","343.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","9,041,604.45","0.02","9,041,604.45","21,207.00","426.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","9,008,660.23","0.02","9,008,660.23","47,617.00","189.19","United States","NASDAQ","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","9,000,868.80","0.02","9,000,868.80","113,190.00","79.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","8,976,424.50","0.02","8,976,424.50","37,637.00","238.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","8,962,727.76","0.02","8,962,727.76","92,984.00","96.39","United States","NASDAQ","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","8,936,132.06","0.02","8,936,132.06","39,197.00","227.98","United States","NASDAQ","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","8,902,940.04","0.02","8,902,940.04","875,412.00","10.17","United States","NASDAQ","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","8,875,912.50","0.02","8,875,912.50","208,845.00","42.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","8,726,701.14","0.02","8,726,701.14","323,931.00","26.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","8,721,885.15","0.02","8,721,885.15","57,249.00","152.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","8,695,767.60","0.02","8,695,767.60","78,510.00","110.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","8,684,350.29","0.02","8,684,350.29","113,923.00","76.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","8,678,933.04","0.02","8,678,933.04","22,538.00","385.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","8,673,096.60","0.02","8,673,096.60","53,730.00","161.42","United States","NASDAQ","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","8,618,003.80","0.02","8,618,003.80","26,131.00","329.80","United States","NASDAQ","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","8,609,958.25","0.02","8,609,958.25","60,425.00","142.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","8,570,297.00","0.02","8,570,297.00","203,570.00","42.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","8,555,294.40","0.02","8,555,294.40","247,120.00","34.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","8,528,612.76","0.02","8,528,612.76","45,082.00","189.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","8,524,188.72","0.02","8,524,188.72","37,656.00","226.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY CORP","Materials","Equity","8,509,597.74","0.02","8,509,597.74","34,993.00","243.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","8,509,754.00","0.02","8,509,754.00","138,325.00","61.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUOL","DUOLINGO INC CLASS A","Consumer Discretionary","Equity","8,504,993.96","0.02","8,504,993.96","27,494.00","309.34","United States","NASDAQ","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","8,495,808.68","0.02","8,495,808.68","34,742.00","244.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","8,347,668.84","0.02","8,347,668.84","72,387.00","115.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","8,324,131.52","0.02","8,324,131.52","111,464.00","74.68","United States","NASDAQ","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","8,318,700.00","0.02","8,318,700.00","443,664.00","18.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FHN","FIRST HORIZON CORP","Financials","Equity","8,314,380.72","0.02","8,314,380.72","365,628.00","22.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","8,314,863.18","0.02","8,314,863.18","85,202.00","97.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","8,295,879.18","0.02","8,295,879.18","64,399.00","128.82","United States","NASDAQ","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","8,289,778.22","0.02","8,289,778.22","74,777.00","110.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","8,268,312.60","0.02","8,268,312.60","98,082.00","84.30","United States","NASDAQ","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","8,264,520.00","0.02","8,264,520.00","104,350.00","79.20","United States","NASDAQ","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","8,265,467.49","0.02","8,265,467.49","16,611.00","497.59","United States","NASDAQ","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","8,253,952.74","0.02","8,253,952.74","102,014.00","80.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","8,233,157.52","0.02","8,233,157.52","278,901.00","29.52","United States","NASDAQ","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","8,228,377.65","0.02","8,228,377.65","39,531.00","208.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","8,210,465.25","0.02","8,210,465.25","58,045.00","141.45","United States","NASDAQ","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","8,180,521.20","0.02","8,180,521.20","49,615.00","164.88","United States","NASDAQ","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","8,123,066.40","0.02","8,123,066.40","43,240.00","187.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","8,104,919.76","0.02","8,104,919.76","48,486.00","167.16","United States","NASDAQ","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","8,015,048.16","0.02","8,015,048.16","189,168.00","42.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","8,017,043.04","0.02","8,017,043.04","37,584.00","213.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","7,936,216.76","0.02","7,936,216.76","96,854.00","81.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","7,932,646.37","0.02","7,932,646.37","107,503.00","73.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","7,905,206.72","0.02","7,905,206.72","16,031.00","493.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTM","DT MIDSTREAM INC","Energy","Equity","7,900,868.04","0.02","7,900,868.04","73,606.00","107.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","7,874,651.51","0.02","7,874,651.51","563,683.00","13.97","United States","NASDAQ","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","7,853,805.52","0.02","7,853,805.52","233,189.00","33.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","7,847,289.75","0.02","7,847,289.75","28,425.00","276.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","7,796,987.07","0.02","7,796,987.07","78,861.00","98.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATI","ATI INC","Industrials","Equity","7,728,229.72","0.02","7,728,229.72","101,714.00","75.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","7,685,433.60","0.02","7,685,433.60","96,128.00","79.95","United States","NASDAQ","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","7,683,322.50","0.02","7,683,322.50","34,845.00","220.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","7,665,143.30","0.02","7,665,143.30","196,190.00","39.07","United States","NASDAQ","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","7,665,513.92","0.02","7,665,513.92","200,458.00","38.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","7,660,883.67","0.02","7,660,883.67","86,691.00","88.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Health Care","Equity","7,650,892.13","0.02","7,650,892.13","136,843.00","55.91","United States","NASDAQ","USD","1.00","USD","-"
"AYI","ACUITY INC","Industrials","Equity","7,635,363.36","0.02","7,635,363.36","22,494.00","339.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","7,639,231.60","0.02","7,639,231.60","40,040.00","190.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAY","DAYFORCE INC","Industrials","Equity","7,589,646.26","0.02","7,589,646.26","109,963.00","69.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEN","PENUMBRA INC","Health Care","Equity","7,568,384.80","0.02","7,568,384.80","27,382.00","276.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","7,548,651.14","0.02","7,548,651.14","195,106.00","38.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","7,534,364.18","0.02","7,534,364.18","51,331.00","146.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","7,535,041.92","0.02","7,535,041.92","87,944.00","85.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","7,523,504.12","0.02","7,523,504.12","60,742.00","123.86","United States","NASDAQ","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","7,502,526.09","0.02","7,502,526.09","172,353.00","43.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXAS","EXACT SCIENCES CORP","Health Care","Equity","7,479,920.00","0.02","7,479,920.00","133,570.00","56.00","United States","NASDAQ","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","7,480,493.00","0.02","7,480,493.00","111,350.00","67.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","7,478,542.05","0.02","7,478,542.05","120,719.00","61.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrials","Equity","7,471,754.08","0.02","7,471,754.08","27,706.00","269.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSB","SOUTHSTATE BANK CORP","Financials","Equity","7,454,570.20","0.02","7,454,570.20","72,941.00","102.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","7,427,396.21","0.02","7,427,396.21","191,083.00","38.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GME","GAMESTOP CORP CLASS A","Consumer Discretionary","Equity","7,419,340.25","0.02","7,419,340.25","298,565.00","24.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","7,349,348.44","0.02","7,349,348.44","39,001.00","188.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","7,331,739.90","0.02","7,331,739.90","274,597.00","26.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","7,217,948.40","0.02","7,217,948.40","112,710.00","64.04","United States","NASDAQ","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","7,220,043.18","0.02","7,220,043.18","156,753.00","46.06","Germany","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","7,197,349.12","0.02","7,197,349.12","88,192.00","81.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","7,139,566.50","0.02","7,139,566.50","636,325.00","11.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","7,063,531.52","0.02","7,063,531.52","159,232.00","44.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","7,049,319.09","0.02","7,049,319.09","689,083.00","10.23","United States","NASDAQ","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","7,009,806.31","0.02","7,009,806.31","172,783.00","40.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","7,006,350.99","0.02","7,006,350.99","48,343.00","144.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","6,985,582.94","0.02","6,985,582.94","77,938.00","89.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","6,952,859.06","0.02","6,952,859.06","81,482.00","85.33","United States","NASDAQ","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Consumer Discretionary","Equity","6,953,026.74","0.02","6,953,026.74","76,897.00","90.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","6,954,958.01","0.02","6,954,958.01","192,179.00","36.19","United States","NASDAQ","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","6,945,104.15","0.02","6,945,104.15","140,447.00","49.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ONON","ON HOLDING AG CLASS A","Consumer Discretionary","Equity","6,936,703.30","0.02","6,936,703.30","160,201.00","43.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","6,930,864.71","0.02","6,930,864.71","15,883.00","436.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","6,925,204.80","0.02","6,925,204.80","119,565.00","57.92","United States","NASDAQ","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS INC","Health Care","Equity","6,909,008.42","0.02","6,909,008.42","89,114.00","77.53","United States","NASDAQ","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","6,904,380.12","0.02","6,904,380.12","210,243.00","32.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","6,874,235.12","0.02","6,874,235.12","117,428.00","58.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","6,845,196.84","0.02","6,845,196.84","180,042.00","38.02","United States","NASDAQ","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","6,846,892.50","0.02","6,846,892.50","111,786.00","61.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","6,779,933.28","0.02","6,779,933.28","348,762.00","19.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","6,774,705.77","0.02","6,774,705.77","49,847.00","135.91","United States","NASDAQ","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","6,764,999.89","0.02","6,764,999.89","162,503.00","41.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","6,739,332.60","0.02","6,739,332.60","48,090.00","140.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PR","PERMIAN RESOURCES CORP CLASS A","Energy","Equity","6,683,291.55","0.02","6,683,291.55","479,089.00","13.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","6,683,407.62","0.02","6,683,407.62","355,879.00","18.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCS","DOXIMITY INC CLASS A","Health Care","Equity","6,678,072.48","0.02","6,678,072.48","95,048.00","70.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","6,642,357.90","0.01","6,642,357.90","48,449.00","137.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","6,643,989.70","0.01","6,643,989.70","517,042.00","12.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMA","COMERICA INC","Financials","Equity","6,632,804.86","0.01","6,632,804.86","95,491.00","69.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FYBR","FRONTIER COMMUNICATIONS PARENT INC","Communication","Equity","6,618,184.68","0.01","6,618,184.68","176,532.00","37.49","United States","NASDAQ","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","6,610,570.40","0.01","6,610,570.40","24,091.00","274.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","6,582,882.80","0.01","6,582,882.80","148,934.00","44.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR CORP","Information Technology","Equity","6,584,570.72","0.01","6,584,570.72","99,736.00","66.02","United States","NASDAQ","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","6,574,907.25","0.01","6,574,907.25","35,275.00","186.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","6,563,348.52","0.01","6,563,348.52","48,228.00","136.09","United States","NASDAQ","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","6,549,496.56","0.01","6,549,496.56","47,224.00","138.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","6,549,782.13","0.01","6,549,782.13","257,967.00","25.39","United States","NASDAQ","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","6,522,100.93","0.01","6,522,100.93","74,309.00","87.77","United States","NASDAQ","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","6,412,272.00","0.01","6,412,272.00","85,440.00","75.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","6,401,653.90","0.01","6,401,653.90","18,610.00","343.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","6,383,700.54","0.01","6,383,700.54","55,251.00","115.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","6,386,453.15","0.01","6,386,453.15","40,459.00","157.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT INC","Real Estate","Equity","6,364,585.53","0.01","6,364,585.53","37,959.00","167.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","6,348,950.40","0.01","6,348,950.40","50,873.00","124.80","United States","NASDAQ","USD","1.00","USD","-"
