iShares Russell 1000 ETF
Fund Holdings as of,"Sep 11, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"122,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NDAQ","NASDAQ INC","Financials","Equity","28,808,584.20","0.06","28,808,584.20","300,465.00","95.88","United States","NASDAQ","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","28,597,314.16","0.06","28,597,314.16","352,879.00","81.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","28,587,065.40","0.06","28,587,065.40","118,530.00","241.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","28,291,392.70","0.06","28,291,392.70","33,665.00","840.38","United States","NASDAQ","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","28,218,825.66","0.06","28,218,825.66","314,031.00","89.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","27,636,453.60","0.06","27,636,453.60","17,310.00","1,596.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","27,595,074.78","0.06","27,595,074.78","257,922.00","106.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","27,526,929.92","0.06","27,526,929.92","43,616.00","631.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","27,500,471.38","0.06","27,500,471.38","206,429.00","133.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","27,308,769.28","0.06","27,308,769.28","102,572.00","266.24","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","26,782,575.26","0.06","26,782,575.26","175,658.00","152.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","26,488,179.12","0.06","26,488,179.12","304,252.00","87.06","United States","NASDAQ","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","26,278,223.76","0.06","26,278,223.76","240,291.00","109.36","United States","NASDAQ","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","26,262,764.82","0.06","26,262,764.82","207,234.00","126.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","26,232,914.40","0.06","26,232,914.40","1,622,320.00","16.17","United States","NASDAQ","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","26,168,154.54","0.06","26,168,154.54","386,474.00","67.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","26,051,567.10","0.06","26,051,567.10","1,382,046.00","18.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","25,987,186.54","0.06","25,987,186.54","941,906.00","27.59","United States","NASDAQ","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","25,921,232.24","0.06","25,921,232.24","332,494.00","77.96","United States","NASDAQ","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","25,809,827.04","0.06","25,809,827.04","156,196.00","165.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","25,688,527.04","0.06","25,688,527.04","287,408.00","89.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","25,676,829.75","0.06","25,676,829.75","774,565.00","33.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","25,612,641.20","0.06","25,612,641.20","262,156.00","97.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","25,592,628.88","0.06","25,592,628.88","233,254.00","109.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","25,524,309.83","0.06","25,524,309.83","786,089.00","32.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","25,332,529.60","0.06","25,332,529.60","359,072.00","70.55","United States","NASDAQ","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","25,298,989.86","0.06","25,298,989.86","136,966.00","184.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","25,254,438.20","0.06","25,254,438.20","178,099.00","141.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","25,141,803.56","0.06","25,141,803.56","386,678.00","65.02","United States","NASDAQ","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","25,065,613.43","0.06","25,065,613.43","1,593,491.00","15.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","24,538,955.10","0.06","24,538,955.10","72,078.00","340.45","United States","NASDAQ","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","24,508,440.11","0.06","24,508,440.11","265,559.00","92.29","United States","NASDAQ","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","24,486,666.88","0.06","24,486,666.88","87,854.00","278.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","24,297,719.80","0.05","24,297,719.80","127,420.00","190.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","24,292,201.35","0.05","24,292,201.35","252,649.00","96.15","United States","NASDAQ","USD","1.00","USD","-"
"ALAB","ASTERA LABS INC","Information Technology","Equity","24,254,671.80","0.05","24,254,671.80","104,142.00","232.90","United States","NASDAQ","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","24,022,864.36","0.05","24,022,864.36","966,326.00","24.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AU","ANGLOGOLD ASHANTI PLC","Materials","Equity","24,012,472.65","0.05","24,012,472.65","366,323.00","65.55","South Africa","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","24,013,006.25","0.05","24,013,006.25","167,047.00","143.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","23,846,535.58","0.05","23,846,535.58","294,329.00","81.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","23,778,917.03","0.05","23,778,917.03","304,897.00","77.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","23,699,061.06","0.05","23,699,061.06","123,317.00","192.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","23,657,315.92","0.05","23,657,315.92","209,468.00","112.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","23,576,317.54","0.05","23,576,317.54","90,598.00","260.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","23,509,063.26","0.05","23,509,063.26","167,814.00","140.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","23,391,221.37","0.05","23,391,221.37","118,239.00","197.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","23,282,958.40","0.05","23,282,958.40","387,920.00","60.02","United States","NASDAQ","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","22,938,217.84","0.05","22,938,217.84","154,664.00","148.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","22,762,115.04","0.05","22,762,115.04","144,137.00","157.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","22,747,994.36","0.05","22,747,994.36","132,967.00","171.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","22,540,964.16","0.05","22,540,964.16","489,808.00","46.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","22,148,642.88","0.05","22,148,642.88","434,628.00","50.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RDDT","REDDIT INC CLASS A","Communication","Equity","22,091,707.68","0.05","22,091,707.68","84,792.00","260.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","22,036,971.15","0.05","22,036,971.15","317,307.00","69.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","21,923,853.57","0.05","21,923,853.57","484,291.00","45.27","United States","NASDAQ","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","21,687,475.38","0.05","21,687,475.38","85,109.00","254.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","21,679,608.00","0.05","21,679,608.00","285,258.00","76.00","United States","NASDAQ","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","21,570,209.43","0.05","21,570,209.43","125,139.00","172.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","21,445,100.10","0.05","21,445,100.10","349,155.00","61.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","21,397,270.40","0.05","21,397,270.40","824,240.00","25.96","United States","NASDAQ","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","21,049,406.38","0.05","21,049,406.38","212,986.00","98.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","21,030,522.81","0.05","21,030,522.81","276,681.00","76.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","20,860,262.08","0.05","20,860,262.08","118,048.00","176.71","United States","NASDAQ","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","20,697,395.16","0.05","20,697,395.16","151,341.00","136.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","20,586,880.00","0.05","20,586,880.00","32,167.00","640.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","20,355,961.77","0.05","20,355,961.77","103,419.00","196.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","20,356,013.26","0.05","20,356,013.26","71,011.00","286.66","United States","NASDAQ","USD","1.00","USD","-"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Equity","20,305,220.87","0.05","20,305,220.87","58,397.00","347.71","United States","NASDAQ","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","20,248,331.40","0.05","20,248,331.40","135,531.00","149.40","United States","NASDAQ","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","20,174,424.30","0.05","20,174,424.30","115,905.00","174.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","20,140,780.98","0.05","20,140,780.98","145,253.00","138.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","20,117,879.88","0.05","20,117,879.88","397,508.00","50.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","19,804,281.42","0.04","19,804,281.42","141,834.00","139.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","19,708,007.70","0.04","19,708,007.70","106,214.00","185.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","19,702,488.96","0.04","19,702,488.96","196,416.00","100.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","19,700,597.28","0.04","19,700,597.28","88,998.00","221.36","United States","NASDAQ","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","19,696,649.78","0.04","19,696,649.78","310,967.00","63.34","United States","NASDAQ","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","19,616,881.86","0.04","19,616,881.86","25,646.00","764.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","19,475,537.76","0.04","19,475,537.76","15,183.00","1,282.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","19,387,394.00","0.04","19,387,394.00","684,100.00","28.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","19,380,483.08","0.04","19,380,483.08","538,646.00","35.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","19,345,302.36","0.04","19,345,302.36","139,758.00","138.42","United States","NASDAQ","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","19,165,798.54","0.04","19,165,798.54","115,186.00","166.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","19,131,121.34","0.04","19,131,121.34","33,794.00","566.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","19,046,931.30","0.04","19,046,931.30","57,353.00","332.10","United States","NASDAQ","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","18,932,156.32","0.04","18,932,156.32","200,893.00","94.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INSM","INSMED INC","Health Care","Equity","18,927,703.91","0.04","18,927,703.91","129,833.00","145.79","United States","NASDAQ","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","18,918,158.20","0.04","18,918,158.20","173,402.00","109.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","18,793,702.78","0.04","18,793,702.78","1,059,397.00","17.74","United States","NASDAQ","USD","1.00","USD","-"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","18,781,419.44","0.04","18,781,419.44","227,764.00","82.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","18,525,578.82","0.04","18,525,578.82","148,098.00","125.09","United States","NASDAQ","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","18,484,045.21","0.04","18,484,045.21","165,287.00","111.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","18,472,208.62","0.04","18,472,208.62","276,158.00","66.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","18,371,294.20","0.04","18,371,294.20","36,980.00","496.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","18,307,436.16","0.04","18,307,436.16","141,392.00","129.48","United States","NASDAQ","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","18,298,451.84","0.04","18,298,451.84","478,516.00","38.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","18,286,246.00","0.04","18,286,246.00","85,690.00","213.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","18,248,164.70","0.04","18,248,164.70","72,290.00","252.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","18,125,890.56","0.04","18,125,890.56","87,552.00","207.03","United States","NASDAQ","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","17,994,138.99","0.04","17,994,138.99","76,127.00","236.37","United States","Cboe BZX","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","17,825,922.18","0.04","17,825,922.18","383,106.00","46.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKL","MARKEL GROUP INC","Financials","Equity","17,800,003.89","0.04","17,800,003.89","9,063.00","1,964.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","17,763,936.42","0.04","17,763,936.42","39,394.00","450.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","17,756,900.68","0.04","17,756,900.68","61,364.00","289.37","United States","NASDAQ","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","17,677,041.40","0.04","17,677,041.40","112,765.00","156.76","United States","NASDAQ","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","17,667,205.92","0.04","17,667,205.92","653,373.00","27.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","17,551,220.70","0.04","17,551,220.70","98,547.00","178.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","17,529,177.60","0.04","17,529,177.60","86,130.00","203.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","17,518,207.94","0.04","17,518,207.94","2,053.00","8,532.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","17,435,546.65","0.04","17,435,546.65","268,033.00","65.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","17,406,315.76","0.04","17,406,315.76","65,953.00","263.92","United States","NASDAQ","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","17,395,374.12","0.04","17,395,374.12","399,068.00","43.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","17,383,652.21","0.04","17,383,652.21","31,379.00","553.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","17,289,686.28","0.04","17,289,686.28","51,162.00","337.94","United States","NASDAQ","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","17,274,192.32","0.04","17,274,192.32","378,488.00","45.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","17,169,326.46","0.04","17,169,326.46","92,742.00","185.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","17,136,258.15","0.04","17,136,258.15","32,835.00","521.89","United States","NASDAQ","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","17,077,745.16","0.04","17,077,745.16","61,053.00","279.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","16,962,822.24","0.04","16,962,822.24","160,496.00","105.69","United States","NASDAQ","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","16,929,533.43","0.04","16,929,533.43","160,637.00","105.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","16,857,085.86","0.04","16,857,085.86","178,533.00","94.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","16,683,626.52","0.04","16,683,626.52","77,859.00","214.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","16,593,790.16","0.04","16,593,790.16","320,591.00","51.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","16,467,859.20","0.04","16,467,859.20","620,960.00","26.52","United States","NASDAQ","USD","1.00","USD","-"
"NTRA","NATERA INC","Health Care","Equity","16,412,009.25","0.04","16,412,009.25","94,425.00","173.81","United States","NASDAQ","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","16,412,028.75","0.04","16,412,028.75","373,425.00","43.95","United States","NASDAQ","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","16,364,631.75","0.04","16,364,631.75","193,093.00","84.75","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","16,306,486.70","0.04","16,306,486.70","221,015.00","73.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","16,079,696.06","0.04","16,079,696.06","202,057.00","79.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","16,073,568.61","0.04","16,073,568.61","150,403.00","106.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","16,032,574.14","0.04","16,032,574.14","349,522.00","45.87","United States","NASDAQ","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","16,003,910.60","0.04","16,003,910.60","277,220.00","57.73","United States","NASDAQ","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","15,958,778.85","0.04","15,958,778.85","134,435.00","118.71","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","15,960,043.66","0.04","15,960,043.66","452,254.00","35.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","15,930,345.20","0.04","15,930,345.20","107,030.00","148.84","United States","NASDAQ","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","15,900,268.51","0.04","15,900,268.51","195,311.00","81.41","United States","NASDAQ","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","15,857,046.40","0.04","15,857,046.40","95,680.00","165.73","United States","NASDAQ","USD","1.00","USD","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","15,776,272.62","0.04","15,776,272.62","278,094.00","56.73","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","15,718,863.60","0.04","15,718,863.60","78,815.00","199.44","United States","NASDAQ","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","15,658,879.12","0.04","15,658,879.12","153,308.00","102.14","United States","NASDAQ","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","15,654,089.73","0.04","15,654,089.73","218,419.00","71.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","15,636,205.20","0.04","15,636,205.20","180,390.00","86.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","15,616,229.40","0.04","15,616,229.40","277,770.00","56.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","15,616,966.40","0.04","15,616,966.40","49,799.00","313.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","15,316,382.08","0.03","15,316,382.08","159,812.00","95.84","United States","NASDAQ","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","15,263,812.34","0.03","15,263,812.34","60,286.00","253.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","15,144,130.56","0.03","15,144,130.56","186,688.00","81.12","United States","NASDAQ","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","15,099,871.54","0.03","15,099,871.54","144,829.00","104.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","15,079,401.68","0.03","15,079,401.68","431,333.00","34.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","15,029,875.14","0.03","15,029,875.14","306,607.00","49.02","United States","NASDAQ","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","15,008,750.82","0.03","15,008,750.82","73,822.00","203.31","United States","NASDAQ","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","14,944,988.23","0.03","14,944,988.23","26,977.00","553.99","United States","NASDAQ","USD","1.00","USD","-"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","14,937,542.28","0.03","14,937,542.28","235,311.00","63.48","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","14,854,542.30","0.03","14,854,542.30","99,970.00","148.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","14,784,124.10","0.03","14,784,124.10","80,585.00","183.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","14,769,548.04","0.03","14,769,548.04","326,471.00","45.24","United States","NASDAQ","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","14,656,566.35","0.03","14,656,566.35","168,835.00","86.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","14,619,933.54","0.03","14,619,933.54","102,402.00","142.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
